year,word,frequency
2004,fly,12.014128
2004,hawk,6.808778
2004,louse,1.692359
2004,mosquito,4.902402
2004,osprey,0.534602
2004,peregrine,0.803199
2004,robin,10.83821
2004,sparrowhawk,0.091349
2005,bedbug,0.15795
2005,condor,0.984453
2005,flea,2.460713
2005,fly,12.299005
2005,hawk,6.863125
2005,louse,1.70488
2005,mosquito,4.953751
2005,osprey,0.532208
2005,peregrine,0.7729
2005,robin,10.815326
2005,sparrowhawk,0.092429
2006,bedbug,0.165876
2006,condor,0.980045
2006,flea,2.488449
2006,fly,12.664852
2006,hawk,6.93588
2006,louse,1.730546
2006,mosquito,5.002575
2006,osprey,0.534249
2006,peregrine,0.748407
2006,robin,10.826281
2006,sparrowhawk,0.0977
2007,bedbug,0.176013
2007,condor,0.966598
2007,flea,2.533032
2007,fly,13.090523
2007,hawk,7.032556
2007,louse,1.772534
2007,mosquito,5.038827
2007,osprey,0.542736
2007,peregrine,0.740312
2007,robin,10.871811
2007,sparrowhawk,0.108615
2008,bedbug,0.187509
2008,condor,0.94714
2008,flea,2.589547
2008,fly,13.523212
2008,hawk,7.162419
2008,louse,1.825247
2008,mosquito,5.054047
2008,osprey,0.561794
2008,peregrine,0.754896
2008,robin,10.943948
2008,sparrowhawk,0.124975
2009,bedbug,0.19984
2009,condor,0.921896
2009,flea,2.645839
2009,fly,13.879826
2009,hawk,7.319196
2009,louse,1.873872
2009,mosquito,5.045395
2009,osprey,0.592034
2009,peregrine,0.783885
2009,robin,11.02996
2009,sparrowhawk,0.142172
2010,bedbug,0.212602
2010,condor,0.888843
2010,flea,2.686753
2010,fly,14.094834
2010,hawk,7.470473
2010,louse,1.900614
2010,mosquito,5.012883
2010,osprey,0.626138
2010,peregrine,0.808958
2010,robin,11.126899
2010,sparrowhawk,0.152659
2011,bedbug,0.224576
2011,condor,0.848162
2011,flea,2.700936
2011,fly,14.171103
2011,hawk,7.578101
2011,louse,1.896285
2011,mosquito,4.954555
2011,osprey,0.651401
2011,peregrine,0.816937
2011,robin,11.250496
2011,sparrowhawk,0.152064
2012,bedbug,0.233695
2012,condor,0.804972
2012,flea,2.688678
2012,fly,14.167426
2012,hawk,7.623827
2012,louse,1.866713
2012,mosquito,4.867686
2012,osprey,0.658683
2012,peregrine,0.811813
2012,robin,11.416267
2012,sparrowhawk,0.143344
2013,bedbug,0.23798
2013,condor,0.768013
2013,flea,2.659436
2013,fly,14.12922
2013,hawk,7.616318
2013,louse,1.825771
2013,mosquito,4.75709
2013,osprey,0.649293
2013,peregrine,0.804978
2013,robin,11.611872
2013,sparrowhawk,0.133241
2014,bedbug,0.237158
2014,condor,0.741689
2014,flea,2.622185
2014,fly,14.050223
2014,hawk,7.574224
2014,louse,1.782292
2014,mosquito,4.63894
2014,osprey,0.632556
2014,peregrine,0.799503
2014,robin,11.788079
2014,sparrowhawk,0.126417
2015,bedbug,0.232586
2015,condor,0.724837
2015,flea,2.579445
2015,fly,13.922534
2015,hawk,7.512597
2015,louse,1.735998
2015,mosquito,4.535585
2015,osprey,0.618974
2015,peregrine,0.788644
2015,robin,11.89621
2015,sparrowhawk,0.123531
2016,bedbug,0.226189
2016,condor,0.712681
2016,flea,2.535561
2016,fly,13.800774
2016,hawk,7.448556
2016,louse,1.68832
2016,mosquito,4.467296
2016,osprey,0.615336
2016,peregrine,0.767247
2016,robin,11.932992
2016,sparrowhawk,0.123259
2017,bedbug,0.219254
2017,condor,0.70368
2017,flea,2.502657
2017,fly,13.773929
2017,hawk,7.399589
2017,louse,1.649717
2017,mosquito,4.449498
2017,osprey,0.625088
2017,peregrine,0.738716
2017,robin,11.938217
2017,sparrowhawk,0.123832
2018,bedbug,0.212104
2018,condor,0.70013
2018,flea,2.491772
2018,fly,13.887302
2018,hawk,7.373674
2018,louse,1.631607
2018,mosquito,4.485397
2018,osprey,0.648921
2018,peregrine,0.711907
2018,robin,11.951226
2018,sparrowhawk,0.124099
2019,bedbug,0.204688
2019,condor,0.703508
2019,flea,2.50123
2019,fly,14.094519
2019,hawk,7.366721
2019,louse,1.633925
2019,mosquito,4.5577
2019,osprey,0.681777
2019,peregrine,0.692737
2019,robin,11.982956
2019,sparrowhawk,0.122992
