year,word,frequency
1913,needlefish,0.001758
1913,parrotfish,0.002811
1913,pipefish,0.011353
1913,porcupinefish,4.6e-05
1913,rabbitfish,0.000305
1913,scorpionfish,0.00017
1913,sharksucker,0.000346
1913,soldierfish,2e-05
1913,squirrelfish,0.000462
1913,surgeonfish,0.000804
1913,triggerfish,0.002237
1913,trumpetfish,0.000158
1913,wrasse,0.015385
1914,angelfish,0.003546
1914,blenny,0.022899
1914,butterflyfish,0.000441
1914,damselfish,1.4e-05
1914,filefish,0.00574
1914,frogfish,0.000509
1914,goatfish,0.001827
1914,hawkfish,0.000245
1914,lionfish,2.9e-05
1914,lizardfish,3.7e-05
1914,needlefish,0.00179
1914,parrotfish,0.003016
1914,pipefish,0.009861
1914,porcupinefish,7.4e-05
1914,rabbitfish,0.000308
1914,scorpionfish,0.000187
1914,sharksucker,0.000378
1914,soldierfish,1.2e-05
1914,squirrelfish,0.000632
1914,surgeonfish,0.00081
1914,triggerfish,0.002637
1914,trumpetfish,0.000105
1914,wrasse,0.013348
1915,angelfish,0.003788
1915,blenny,0.022051
1915,butterflyfish,0.00043
1915,damselfish,7e-06
1915,filefish,0.005891
1915,frogfish,0.000429
1915,goatfish,0.001936
1915,hawkfish,0.000176
1915,lionfish,1.1e-05
1915,lizardfish,7.6e-05
1915,needlefish,0.001891
1915,parrotfish,0.002945
1915,pipefish,0.009026
1915,porcupinefish,0.000109
1915,rabbitfish,0.000288
1915,scorpionfish,0.000191
1915,sharksucker,0.000362
1915,soldierfish,6e-06
1915,squirrelfish,0.000743
1915,surgeonfish,0.000727
1915,triggerfish,0.002893
1915,trumpetfish,6.1e-05
1915,wrasse,0.011545
1916,angelfish,0.003773
1916,blenny,0.022437
1916,butterflyfish,0.000368
1916,damselfish,3e-06
1916,filefish,0.005759
1916,frogfish,0.000386
1916,goatfish,0.002216
1916,hawkfish,0.000102
1916,lionfish,3e-06
1916,lizardfish,0.000128
1916,needlefish,0.001995
1916,parrotfish,0.002638
1916,pipefish,0.009092
1916,porcupinefish,0.000149
1916,rabbitfish,0.000273
1916,scorpionfish,0.000171
1916,sharksucker,0.000315
1916,soldierfish,3e-06
1916,squirrelfish,0.000723
1916,surgeonfish,0.000628
1916,triggerfish,0.002887
1916,trumpetfish,3.6e-05
1916,wrasse,0.010218
1917,angelfish,0.003464
1917,blenny,0.024062
1917,butterflyfish,0.00029
1917,damselfish,1e-06
1917,filefish,0.005459
1917,frogfish,0.000368
1917,goatfish,0.002583
1917,hawkfish,5.3e-05
1917,lionfish,1e-06
1917,lizardfish,0.000175
1917,needlefish,0.00204
1917,parrotfish,0.002215
1917,pipefish,0.009731
1917,porcupinefish,0.000191
1917,rabbitfish,0.000276
1917,scorpionfish,0.000139
1917,sharksucker,0.000278
1917,soldierfish,1e-06
1917,squirrelfish,0.000575
1917,surgeonfish,0.000581
1917,triggerfish,0.002604
1917,trumpetfish,2.9e-05
1917,wrasse,0.009553
1918,angelfish,0.002983
1918,blenny,0.026658
1918,butterflyfish,0.00023
